timestamp,config,experiment_group,experiment_name,model,input_style,split_strategy,architecture,max_length,learning_rate,output_dir,val_accuracy,val_macro_f1,val_micro_f1,val_auprc,test_accuracy,test_macro_f1,test_micro_f1,test_auprc,note,elapsed_sec
2026-05-20 18:12:47,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker.yaml,preprocess,preprocess_typed_entity_marker,klue/roberta-base,typed_entity_marker,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_typed_entity_marker,81.70619032953496,68.77861373876901,83.20610687022901,77.38930147414658,74.5653573728268,57.411233587061126,64.00122081489394,66.08956885358637,typed entity marker,584.87
2026-05-20 18:22:56,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker_punct.yaml,preprocess,preprocess_typed_entity_marker_punct,klue/roberta-base,typed_entity_marker_punct,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_typed_entity_marker_punct,81.55220203264551,68.13646781912983,83.31918505942275,78.30847983451079,74.64262717321314,58.63996222263276,66.1219725707616,68.1004401694727,typed punctuation entity marker,605.32
2026-05-20 19:10:33,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker_punct_s_and_o.yaml,preprocess,preprocess_entity_marker_punct_s_and_o,klue/roberta-base,entity_marker_punct_s_and_o,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_entity_marker_punct_s_and_o,81.09023714197721,64.71547302295951,82.50741211351122,76.29288245765056,75.87894397939472,53.63143094665942,65.7965796579658,67.26711891527532,punctuation entity marker with s_and_o prompt,592.65
2026-05-20 19:20:40,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_entity_marker_punct_question.yaml,preprocess,preprocess_entity_marker_punct_question,klue/roberta-base,entity_marker_punct_question,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_entity_marker_punct_question,81.98336926393594,68.69681216924722,83.40407470288625,78.28312507521373,76.3683193818416,59.70926944646836,67.2209026128266,69.5087462371145,punctuation entity marker with question prompt,603.93
2026-05-20 19:30:51,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker_punct_s_and_o.yaml,preprocess,preprocess_typed_entity_marker_punct_s_and_o,klue/roberta-base,typed_entity_marker_punct_s_and_o,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_typed_entity_marker_punct_s_and_o,82.96889436402833,73.5180183440941,84.4340624336377,79.40762023173984,76.43271088216356,62.05057742170689,67.27847149089816,68.55585006081174,typed punctuation entity marker with s_and_o prompt,607.22
2026-05-20 19:41:19,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\preprocess_typed_entity_marker_punct_question.yaml,preprocess,preprocess_typed_entity_marker_punct_question,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,sequence_classification,256,2e-5,outputs/preprocess_typed_entity_marker_punct_question,82.41453649522637,71.56270088265946,84.19265860386166,79.68753962301255,76.79330328396652,62.416129102644746,67.7355921948268,71.4457338866782,typed punctuation entity marker with question prompt,625.23
2026-05-20 21:21:36,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_cls.yaml,architecture,architecture_cls,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,cls,256,2e-5,outputs/architecture_cls,82.81490606713889,74.89927106135451,84.86509274873525,80.62141580272174,75.76303927881519,63.650542294455335,66.80584551148226,70.40701816693303,CLS classification baseline with typed_entity_marker_punct_question,998.12
2026-05-20 21:53:06,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_cls.yaml,architecture,architecture_cls,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,cls,256,2e-5,outputs/architecture_cls,82.84570372651679,75.04973636200484,84.93963143401821,80.54238217826637,75.80167417900837,64.36056134663946,66.90540137272455,70.71004710583453,CLS classification baseline with typed_entity_marker_punct_question,1074.62
2026-05-20 22:20:19,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_cls.yaml,architecture,architecture_cls,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,cls,256,2e-5,outputs/architecture_cls,82.75331074838313,71.9040028361702,84.6752154719361,80.29768162171351,75.04185447520926,60.76957805099198,65.61797752808988,70.51413357812902,CLS classification baseline with typed_entity_marker_punct_question,993.79
2026-05-20 22:38:19,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_cls.yaml,architecture,architecture_cls,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,cls,256,2e-5,outputs/architecture_cls,82.84570372651679,74.67706495670458,84.94306199915648,80.13916494157972,75.78879587894399,64.28184939314109,66.86567164179105,70.55373032358715,CLS classification baseline with typed_entity_marker_punct_question,1023.14
2026-05-20 23:07:29,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_cls.yaml,architecture,architecture_cls,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,cls,256,2e-5,outputs/architecture_cls,82.50692947336003,74.10570106349604,84.69991546914623,80.67306579761325,75.31229877656149,64.08263737387661,66.36891469405984,70.15279098533786,CLS classification baseline with typed_entity_marker_punct_question,1016.19
2026-05-20 23:34:44,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_cls.yaml,architecture,architecture_cls,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,cls,256,2e-5,outputs/architecture_cls,82.53772713273791,73.27072258244412,84.6218842416561,80.4455580811718,75.66001287830007,64.72443492975077,66.84484038604306,70.70610778709877,CLS classification baseline with typed_entity_marker_punct_question,1021.43
2026-05-21 00:05:07,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_entity_start.yaml,architecture,architecture_entity_start,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,entity_start,256,2e-5,outputs/architecture_entity_start,83.21527563905143,77.4125395755481,85.22992159355796,82.69655595347818,77.51448808757245,67.90483412576006,68.36577077540933,72.79764001001833,CLS plus subject/object start marker representations,1817.14
2026-05-21 00:37:09,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_entity_start_end.yaml,architecture,architecture_entity_start_end,klue/roberta-base,typed_entity_marker_punct_question,detailed_stratified,entity_start_end,256,2e-5,outputs/architecture_entity_start_end,83.24607329842932,76.9554356477125,85.39468130012663,82.90905640982461,76.49710238248552,65.11124914765738,67.6047721015601,73.30548999414701,CLS plus subject/object start and end marker representations,1917.28
2026-05-21 02:11:56,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\split_random.yaml,split,random_split,klue/roberta-large,entity_marker,random,sequence_classification,256,3e-5,8,8,16,outputs/split_random,83.64644287034186,78.57115845541048,85.46274425595877,81.93513293700376,77.78493238892466,65.71110339131768,66.00733769341203
2026-05-21 03:26:01,C:\Users\gyr\Downloads\NaverBoostcamp-KLUE-RE-competition-main\NaverBoostcamp-KLUE-RE-competition-main\configs\architecture_cls.yaml,architecture,architecture_cls,klue/roberta-large,typed_entity_marker_punct_question,detailed_stratified,cls,256,3e-5,8,8,16,outputs/architecture_cls,84.41638435478903,78.33064043063487,86.11825192802056,82.39593486075022,80.55376690276883,70.2112063233654,71.82337992376112
2026-05-21 15:23:11,configs/improvement_weighted_ce_roberta_large.yaml,improvement,improvement_weighted_ce,klue/roberta-large,typed_entity_marker_punct_question,detailed_stratified,entity_start,256,3e-5,outputs/improvement_weighted_ce_roberta_large_entity_start,81.21342777948875,76.48525323336624,84.39845810509232,83.83612758548787,73.13586606567934,66.35537005562064,67.94490953281124,76.9728336379681,Weighted Cross Entropy with final input format and entity_start architecture,2292.1
